Company,Plant,Location,Company Profit,Plant Profit,Benchmark Profit,Capacity,MC,Bid,Market Price,Output,FC,Carbon,Period,Load,Elasticity
Big_Gas,EL_SEGUNDO_3-4,South,-2000,-250,-250,650,29,29,27.5,0,250,0,1,4020,-2.54
Big_Gas,ENCINA,South,-2000,-500,-500,950,29,29,27.5,0,500,0,1,4020,-2.54
Big_Gas,KEARNY,South,-2000,0,0,200,62.5,62.5,27.5,0,0,0,1,4020,-2.54
Big_Gas,LONG_BEACH,South,-2000,-500,-500,550,36.5,36.5,27.5,0,500,0,1,4020,-2.54
Big_Gas,NORTH_ISLAND,South,-2000,0,0,150,45.5,45.5,27.5,0,0,0,1,4020,-2.54
Big_Gas,SOUTH_BAY,South,-2000,-500,-500,700,30.5,30.5,27.5,0,500,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_4-5,North,-2700,-250,-250,150,40.5,40.5,27.5,0,250,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_6-7,North,-2700,-1500,-1500,700,27.5,27.5,27.5,403,1500,129,1,4020,-2.54
East_Bay,PITTSBURGH_1-4,North,-2700,-625,-625,650,28.5,28.5,27.5,0,625,0,1,4020,-2.54
East_Bay,PITTSBURGH_5-6,North,-2700,675,675,650,25.5,25.5,27.5,650,625,188,1,4020,-2.54
East_Bay,PITTSBURGH_7,North,-2700,-1000,-1000,700,41.5,41.5,27.5,0,1000,0,1,4020,-2.54
East_Bay,POTRERO_HILL,North,-2700,0,0,150,48.5,48.5,27.5,0,0,0,1,4020,-2.54
Beachfront,COOLWATER,South,-5350,-500,-500,650,29.5,29.5,27.5,0,500,0,1,4020,-2.54
Beachfront,ELLWOOD,South,-5350,0,0,300,52.5,52.5,27.5,0,0,0,1,4020,-2.54
Beachfront,ETIWANDA_1-4,South,-5350,-2000,-2000,850,30,30,27.5,0,2000,0,1,4020,-2.54
Beachfront,ETIWANDA_5,South,-5350,-250,-250,150,44,44,27.5,0,250,0,1,4020,-2.54
Beachfront,MANDALAY_1-2,South,-5350,-250,-250,300,27.5,27.5,27.5,173,250,53,1,4020,-2.54
Beachfront,MANDALAY_3,South,-5350,-250,-250,150,36.5,36.5,27.5,0,250,0,1,4020,-2.54
Beachfront,ORMOND_BEACH_1,South,-5350,-1050,-1050,700,26.5,26.5,27.5,700,1750,217,1,4020,-2.54
Beachfront,ORMOND_BEACH_2,South,-5350,-1050,-1050,700,26.5,26.5,27.5,700,1750,217,1,4020,-2.54
Fossil_Light,DIABLO_CANYON_1,North,31050,12500,11000,1000,11.5,11.5,29,1000,5000,0,1,4020,-2.54
Fossil_Light,HELMS,North,31050,19050,17850,800,0.5,0.5,29,800,3750,0,1,4020,-2.54
Fossil_Light,HUMBOLDT,North,31050,0,0,150,33,33,29,0,0,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_1-2,North,31050,-250,-250,150,34.5,34.5,29,0,250,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_4,North,31050,-250,-250,250,53,53,29,0,250,0,1,4020,-2.54
Big_Coal,ALAMITOS_7,South,14000,0,0,250,51.5,52,29,0,0,0,1,4020,-2.54
Big_Coal,FOUR_CORNERS,South,14000,17000,14150,1900,19,19,29,1900,2000,1045,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_1-2,South,14000,-500,-500,300,28.5,30,29,0,500,0,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_5,South,14000,-500,-500,150,46.5,80,29,0,500,0,1,4020,-2.54
Big_Coal,REDONDO_5-6,South,14000,-750,-750,350,29.5,30,29,0,750,0,1,4020,-2.54
Big_Coal,REDONDO_7-8,South,14000,-1250,-1250,950,29.5,30,29,0,1250,0,1,4020,-2.54
Bay_Views,MORRO_BAY_1-2,North,6497.5,170,-332.5,335,27,27,29,335,500,104,1,4020,-2.54
Bay_Views,MORRO_BAY_3-4,North,6497.5,1327.5,330,665,25.5,25.5,29,665,1000,193,1,4020,-2.54
Bay_Views,MOSS_LANDING_6,North,6497.5,2500,1375,750,23,23,29,750,2000,188,1,4020,-2.54
Bay_Views,MOSS_LANDING_7,North,6497.5,2500,1375,750,23,23,29,750,2000,188,1,4020,-2.54
Bay_Views,OAKLAND,North,6497.5,0,0,150,42.5,42.5,29,0,0,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_4-5,North,-350,-250,-250,150,40.5,40.5,29,0,250,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_6-7,North,-350,-450,-1500,700,27.5,27.5,29,700,1500,224,1,4020,-2.54
East_Bay,PITTSBURGH_1-4,North,-350,-300,-625,650,28.5,28.5,29,650,625,214,1,4020,-2.54
East_Bay,PITTSBURGH_5-6,North,-350,1650,675,650,25.5,25.5,29,650,625,188,1,4020,-2.54
East_Bay,PITTSBURGH_7,North,-350,-1000,-1000,700,41.5,41.5,29,0,1000,0,1,4020,-2.54
East_Bay,POTRERO_HILL,North,-350,0,0,150,48.5,48.5,29,0,0,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_1-2,South,-2000,-250,-250,400,31.5,31.5,29,0,250,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_3-4,South,-2000,-250,-250,650,29,29,29,166,250,53,1,4020,-2.54
Big_Gas,ENCINA,South,-2000,-500,-500,950,29,29,29,243,500,83,1,4020,-2.54
Big_Gas,KEARNY,South,-2000,0,0,200,62.5,62.5,29,0,0,0,1,4020,-2.54
Big_Gas,LONG_BEACH,South,-2000,-500,-500,550,36.5,36.5,29,0,500,0,1,4020,-2.54
Big_Gas,NORTH_ISLAND,South,-2000,0,0,150,45.5,45.5,29,0,0,0,1,4020,-2.54
Big_Gas,SOUTH_BAY,South,-2000,-500,-500,700,30.5,30.5,29,0,500,0,1,4020,-2.54
Beachfront,COOLWATER,South,-2800,-500,-500,650,29.5,29.5,29,0,500,0,1,4020,-2.54
Beachfront,ELLWOOD,South,-2800,0,0,300,52.5,52.5,29,0,0,0,1,4020,-2.54
Beachfront,ETIWANDA_1-4,South,-2800,-2000,-2000,850,30,30,29,0,2000,0,1,4020,-2.54
Beachfront,ETIWANDA_5,South,-2800,-250,-250,150,44,44,29,0,250,0,1,4020,-2.54
Beachfront,MANDALAY_1-2,South,-2800,200,-250,300,27.5,27.5,29,300,250,93,1,4020,-2.54
Beachfront,MANDALAY_3,South,-2800,-250,-250,150,36.5,36.5,29,0,250,0,1,4020,-2.54
Beachfront,ORMOND_BEACH_1,South,-2800,0,-1050,700,26.5,26.5,29,700,1750,217,1,4020,-2.54
Beachfront,ORMOND_BEACH_2,South,-2800,0,-1050,700,26.5,26.5,29,700,1750,217,1,4020,-2.54
Old_Timers,BIG_CREEK,South,-4125,-3750,23750,1000,0,41.7,29,0,3750,0,1,4020,-2.54
Old_Timers,HIGHGROVE,South,-4125,0,0,150,34.5,34.5,29,0,0,0,1,4020,-2.54
Old_Timers,MOHAVE_1,South,-4125,3375,2250,750,19.5,19.5,29,750,3750,352,1,4020,-2.54
Old_Timers,MOHAVE_2,South,-4125,-3750,2250,750,19.5,192.52,29,0,3750,0,1,4020,-2.54
Old_Timers,SAN_BERNADINO,South,-4125,0,0,100,37.5,37.5,29,0,0,0,1,4020,-2.54
Fossil_Light,DIABLO_CANYON_1,North,31050,12500,11000,1000,11.5,11.5,29,1000,5000,0,1,4020,-2.54
Fossil_Light,HELMS,North,31050,19050,17850,800,0.5,0.5,29,800,3750,0,1,4020,-2.54
Fossil_Light,HUMBOLDT,North,31050,0,0,150,33,33,29,0,0,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_1-2,North,31050,-250,-250,150,34.5,34.5,29,0,250,0,1,4020,-2.54
Fossil_Light,HUNTERS_POINT_4,North,31050,-250,-250,250,53,53,29,0,250,0,1,4020,-2.54
Big_Coal,ALAMITOS_7,South,14150,0,0,250,51.5,51.5,29,0,0,0,1,4020,-2.54
Big_Coal,FOUR_CORNERS,South,14150,17000,14150,1900,19,19,29,1900,2000,1045,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_1-2,South,14150,-350,-500,300,28.5,28.5,29,300,500,96,1,4020,-2.54
Big_Coal,HUNTINGTON_BEACH_5,South,14150,-500,-500,150,46.5,46.5,29,0,500,0,1,4020,-2.54
Big_Coal,REDONDO_5-6,South,14150,-750,-750,350,29.5,29.5,29,0,750,0,1,4020,-2.54
Big_Coal,REDONDO_7-8,South,14150,-1250,-1250,950,29.5,29.5,29,0,1250,0,1,4020,-2.54
Bay_Views,MORRO_BAY_1-2,North,6497.5,170,-332.5,335,27,27,29,335,500,104,1,4020,-2.54
Bay_Views,MORRO_BAY_3-4,North,6497.5,1327.5,330,665,25.5,25.5,29,665,1000,193,1,4020,-2.54
Bay_Views,MOSS_LANDING_6,North,6497.5,2500,1375,750,23,23,29,750,2000,188,1,4020,-2.54
Bay_Views,MOSS_LANDING_7,North,6497.5,2500,1375,750,23,23,29,750,2000,188,1,4020,-2.54
Bay_Views,OAKLAND,North,6497.5,0,0,150,42.5,42.5,29,0,0,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_4-5,North,-350,-250,-250,150,40.5,40.5,29,0,250,0,1,4020,-2.54
East_Bay,CONTRA_COSTA_6-7,North,-350,-450,-1500,700,27.5,27.5,29,700,1500,224,1,4020,-2.54
East_Bay,PITTSBURGH_1-4,North,-350,-300,-625,650,28.5,28.5,29,650,625,214,1,4020,-2.54
East_Bay,PITTSBURGH_5-6,North,-350,1650,675,650,25.5,25.5,29,650,625,188,1,4020,-2.54
East_Bay,PITTSBURGH_7,North,-350,-1000,-1000,700,41.5,41.5,29,0,1000,0,1,4020,-2.54
East_Bay,POTRERO_HILL,North,-350,0,0,150,48.5,48.5,29,0,0,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_1-2,South,-2000,-250,-250,400,31.5,31.5,29,0,250,0,1,4020,-2.54
Big_Gas,EL_SEGUNDO_3-4,South,-2000,-250,-250,650,29,29,29,93,250,30,1,4020,-2.54
Big_Gas,ENCINA,South,-2000,-500,-500,950,29,29,29,135,500,46,1,4020,-2.54
Big_Gas,KEARNY,South,-2000,0,0,200,62.5,62.5,29,0,0,0,1,4020,-2.54
Big_Gas,LONG_BEACH,South,-2000,-500,-500,550,36.5,36.5,29,0,500,0,1,4020,-2.54
Big_Gas,NORTH_ISLAND,South,-2000,0,0,150,45.5,45.5,29,0,0,0,1,4020,-2.54
Big_Gas,SOUTH_BAY,South,-2000,-500,-500,700,30.5,30.5,29,0,500,0,1,4020,-2.54
Beachfront,COOLWATER,South,-3250,-500,-500,650,29.5,123.03,29,0,500,0,1,4020,-2.54
Beachfront,ELLWOOD,South,-3250,0,0,300,52.5,52.5,29,0,0,0,1,4020,-2.54
Beachfront,ETIWANDA_1-4,South,-3250,-2000,-2000,850,30,30,29,0,2000,0,1,4020,-2.54
Beachfront,ETIWANDA_5,South,-3250,-250,-250,150,44,44,29,0,250,0,1,4020,-2.54
Beachfront,MANDALAY_1-2,South,-3250,-250,-250,300,27.5,33.35,29,0,250,0,1,4020,-2.54
Beachfront,MANDALAY_3,South,-3250,-250,-250,150,36.5,243.08,29,0,250,0,1,4020,-2.54
Beachfront,ORMOND_BEACH_1,South,-3250,0,-1050,700,26.5,26.5,29,700,1750,217,1,4020,-2.54
Beachfront,ORMOND_BEACH_2,South,-3250,0,-1050,700,26.5,26.5,29,700,1750,217,1,4020,-2.54
Old_Timers,BIG_CREEK,South,-4125,-3750,23750,1000,0,62.73,29,0,3750,0,1,4020,-2.54
Old_Timers,HIGHGROVE,South,-4125,0,0,150,34.5,80.47,29,0,0,0,1,4020,-2.54
Old_Timers,MOHAVE_1,South,-4125,3375,2250,750,19.5,19.5,29,750,3750,352,1,4020,-2.54
Old_Timers,MOHAVE_2,South,-4125,-3750,2250,750,19.5,69.26,29,0,3750,0,1,4020,-2.54
Old_Timers,SAN_BERNADINO,South,-4125,0,0,100,37.5,37.5,29,0,0,0,1,4020,-2.54
Old_Timers,BIG_CREEK,South,34500,26250,25750,1000,0,0,30,1000,3750,0,2,4020,-2.41
Old_Timers,HIGHGROVE,South,34500,0,0,150,34.5,34.5,30,0,0,0,2,4020,-2.41
Old_Timers,MOHAVE_1,South,34500,4125,3750,750,19.5,19.5,30,750,3750,352,2,4020,-2.41
Old_Timers,MOHAVE_2,South,34500,4125,3750,750,19.5,19.5,30,750,3750,352,2,4020,-2.41
Old_Timers,SAN_BERNADINO,South,34500,0,0,100,37.5,37.5,30,0,0,0,2,4020,-2.41
Big_Coal,ALAMITOS_7,South,17000,0,0,250,51.5,51.5,30,0,0,0,2,4020,-2.41
Big_Coal,FOUR_CORNERS,South,17000,18900,17950,1900,19,19,30,1900,2000,1045,2,4020,-2.41
Big_Coal,HUNTINGTON_BEACH_1-2,South,17000,-50,-200,300,28.5,28.5,30,300,500,96,2,4020,-2.41
Big_Coal,HUNTINGTON_BEACH_5,South,17000,-500,-500,150,46.5,46.5,30,0,500,0,2,4020,-2.41
Big_Coal,REDONDO_5-6,South,17000,-575,-750,350,29.5,29.5,30,350,750,116,2,4020,-2.41
Big_Coal,REDONDO_7-8,South,17000,-775,-1250,950,29.5,29.5,30,950,1250,314,2,4020,-2.41
Bay_Views,MORRO_BAY_1-2,North,8997.5,505,337.5,335,27,27,30,335,500,104,2,4020,-2.41
Bay_Views,MORRO_BAY_3-4,North,8997.5,1992.5,1660,665,25.5,25.5,30,665,1000,193,2,4020,-2.41
Bay_Views,MOSS_LANDING_6,North,8997.5,3250,2875,750,23,23,30,750,2000,188,2,4020,-2.41
Bay_Views,MOSS_LANDING_7,North,8997.5,3250,2875,750,23,23,30,750,2000,188,2,4020,-2.41
Bay_Views,OAKLAND,North,8997.5,0,0,150,42.5,42.5,30,0,0,0,2,4020,-2.41
East_Bay,CONTRA_COSTA_4-5,North,1650,-250,-250,150,40.5,40.5,30,0,250,0,2,4020,-2.41
East_Bay,CONTRA_COSTA_6-7,North,1650,250,-100,700,27.5,27.5,30,700,1500,224,2,4020,-2.41
East_Bay,PITTSBURGH_1-4,North,1650,350,25,650,28.5,28.5,30,650,625,214,2,4020,-2.41
East_Bay,PITTSBURGH_5-6,North,1650,2300,1975,650,25.5,25.5,30,650,625,188,2,4020,-2.41
East_Bay,PITTSBURGH_7,North,1650,-1000,-1000,700,41.5,41.5,30,0,1000,0,2,4020,-2.41
East_Bay,POTRERO_HILL,North,1650,0,0,150,48.5,48.5,30,0,0,0,2,4020,-2.41
Big_Gas,EL_SEGUNDO_1-2,South,-400,-250,-250,400,31.5,31.5,30,0,250,0,2,4020,-2.41
Big_Gas,EL_SEGUNDO_3-4,South,-400,400,75,650,29,29,30,650,250,208,2,4020,-2.41
Big_Gas,ENCINA,South,-400,450,-25,950,29,29,30,950,500,323,2,4020,-2.41
Big_Gas,KEARNY,South,-400,0,0,200,62.5,62.5,30,0,0,0,2,4020,-2.41
Big_Gas,LONG_BEACH,South,-400,-500,-500,550,36.5,36.5,30,0,500,0,2,4020,-2.41
Big_Gas,NORTH_ISLAND,South,-400,0,0,150,45.5,45.5,30,0,0,0,2,4020,-2.41
Big_Gas,SOUTH_BAY,South,-400,-500,-500,700,30.5,30.5,30,0,500,0,2,4020,-2.41
Beachfront,COOLWATER,South,-775,-175,-500,650,29.5,29.5,30,650,500,221,2,4020,-2.41
Beachfront,ELLWOOD,South,-775,0,0,300,52.5,52.5,30,0,0,0,2,4020,-2.41
Beachfront,ETIWANDA_1-4,South,-775,-2000,-2000,850,30,30,30,515,2000,175,2,4020,-2.41
Beachfront,ETIWANDA_5,South,-775,-250,-250,150,44,44,30,0,250,0,2,4020,-2.41
Beachfront,MANDALAY_1-2,South,-775,500,350,300,27.5,27.5,30,300,250,93,2,4020,-2.41
Beachfront,MANDALAY_3,South,-775,-250,-250,150,36.5,36.5,30,0,250,0,2,4020,-2.41
Beachfront,ORMOND_BEACH_1,South,-775,700,350,700,26.5,26.5,30,700,1750,217,2,4020,-2.41
Beachfront,ORMOND_BEACH_2,South,-775,700,350,700,26.5,26.5,30,700,1750,217,2,4020,-2.41
Fossil_Light,DIABLO_CANYON_1,North,-9250,-5000,13000,1000,11.5,90.03,30,0,5000,0,2,4020,-2.41
Fossil_Light,HELMS,North,-9250,-3750,19450,800,0.5,52.95,30,0,3750,0,2,4020,-2.41
Fossil_Light,HUMBOLDT,North,-9250,0,0,150,33,100.5,30,0,0,0,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_1-2,North,-9250,-250,-250,150,34.5,146.61,30,0,250,0,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_4,North,-9250,-250,-250,250,53,198.41,30,0,250,0,2,4020,-2.41
Old_Timers,BIG_CREEK,South,33250,25750,25750,1000,0,0,29.5,1000,3750,0,2,4020,-2.41
Old_Timers,HIGHGROVE,South,33250,0,0,150,34.5,34.5,29.5,0,0,0,2,4020,-2.41
Old_Timers,MOHAVE_1,South,33250,3750,3750,750,19.5,19.5,29.5,750,3750,352,2,4020,-2.41
Old_Timers,MOHAVE_2,South,33250,3750,3750,750,19.5,19.5,29.5,750,3750,352,2,4020,-2.41
Old_Timers,SAN_BERNADINO,South,33250,0,0,100,37.5,37.5,29.5,0,0,0,2,4020,-2.41
Fossil_Light,DIABLO_CANYON_1,North,31950,13000,13000,1000,11.5,11.5,29.5,1000,5000,0,2,4020,-2.41
Fossil_Light,HELMS,North,31950,19450,19450,800,0.5,0.5,29.5,800,3750,0,2,4020,-2.41
Fossil_Light,HUMBOLDT,North,31950,0,0,150,33,33,29.5,0,0,0,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_1-2,North,31950,-250,-250,150,34.5,34.5,29.5,0,250,0,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_4,North,31950,-250,-250,250,53,53,29.5,0,250,0,2,4020,-2.41
Big_Coal,ALAMITOS_7,South,15250,0,0,250,51.5,51.5,29.5,0,0,0,2,4020,-2.41
Big_Coal,FOUR_CORNERS,South,15250,17950,17950,1900,19,19,29.5,1900,2000,1045,2,4020,-2.41
Big_Coal,HUNTINGTON_BEACH_1-2,South,15250,-200,-200,300,28.5,28.5,29.5,300,500,96,2,4020,-2.41
Big_Coal,HUNTINGTON_BEACH_5,South,15250,-500,-500,150,46.5,46.5,29.5,0,500,0,2,4020,-2.41
Big_Coal,REDONDO_5-6,South,15250,-750,-750,350,29.5,29.5,29.5,137,750,45,2,4020,-2.41
Big_Coal,REDONDO_7-8,South,15250,-1250,-1250,950,29.5,29.5,29.5,372,1250,123,2,4020,-2.41
Bay_Views,MORRO_BAY_1-2,North,7747.5,337.5,337.5,335,27,27,29.5,335,500,104,2,4020,-2.41
Bay_Views,MORRO_BAY_3-4,North,7747.5,1660,1660,665,25.5,25.5,29.5,665,1000,193,2,4020,-2.41
Bay_Views,MOSS_LANDING_6,North,7747.5,2875,2875,750,23,23,29.5,750,2000,188,2,4020,-2.41
Bay_Views,MOSS_LANDING_7,North,7747.5,2875,2875,750,23,23,29.5,750,2000,188,2,4020,-2.41
Bay_Views,OAKLAND,North,7747.5,0,0,150,42.5,42.5,29.5,0,0,0,2,4020,-2.41
East_Bay,CONTRA_COSTA_4-5,North,650,-250,-250,150,40.5,40.5,29.5,0,250,0,2,4020,-2.41
East_Bay,CONTRA_COSTA_6-7,North,650,-100,-100,700,27.5,27.5,29.5,700,1500,224,2,4020,-2.41
East_Bay,PITTSBURGH_1-4,North,650,25,25,650,28.5,28.5,29.5,650,625,214,2,4020,-2.41
East_Bay,PITTSBURGH_5-6,North,650,1975,1975,650,25.5,25.5,29.5,650,625,188,2,4020,-2.41
East_Bay,PITTSBURGH_7,North,650,-1000,-1000,700,41.5,41.5,29.5,0,1000,0,2,4020,-2.41
East_Bay,POTRERO_HILL,North,650,0,0,150,48.5,48.5,29.5,0,0,0,2,4020,-2.41
Big_Gas,EL_SEGUNDO_1-2,South,-1200,-250,-250,400,31.5,31.5,29.5,0,250,0,2,4020,-2.41
Big_Gas,EL_SEGUNDO_3-4,South,-1200,75,75,650,29,29,29.5,650,250,208,2,4020,-2.41
Big_Gas,ENCINA,South,-1200,-25,-25,950,29,29,29.5,950,500,323,2,4020,-2.41
Big_Gas,KEARNY,South,-1200,0,0,200,62.5,62.5,29.5,0,0,0,2,4020,-2.41
Big_Gas,LONG_BEACH,South,-1200,-500,-500,550,36.5,36.5,29.5,0,500,0,2,4020,-2.41
Big_Gas,NORTH_ISLAND,South,-1200,0,0,150,45.5,45.5,29.5,0,0,0,2,4020,-2.41
Big_Gas,SOUTH_BAY,South,-1200,-500,-500,700,30.5,30.5,29.5,0,500,0,2,4020,-2.41
Beachfront,COOLWATER,South,-1950,-500,-500,650,29.5,29.5,29.5,254,500,86,2,4020,-2.41
Beachfront,ELLWOOD,South,-1950,0,0,300,52.5,52.5,29.5,0,0,0,2,4020,-2.41
Beachfront,ETIWANDA_1-4,South,-1950,-2000,-2000,850,30,30,29.5,0,2000,0,2,4020,-2.41
Beachfront,ETIWANDA_5,South,-1950,-250,-250,150,44,44,29.5,0,250,0,2,4020,-2.41
Beachfront,MANDALAY_1-2,South,-1950,350,350,300,27.5,27.5,29.5,300,250,93,2,4020,-2.41
Beachfront,MANDALAY_3,South,-1950,-250,-250,150,36.5,36.5,29.5,0,250,0,2,4020,-2.41
Beachfront,ORMOND_BEACH_1,South,-1950,350,350,700,26.5,26.5,29.5,700,1750,217,2,4020,-2.41
Beachfront,ORMOND_BEACH_2,South,-1950,350,350,700,26.5,26.5,29.5,700,1750,217,2,4020,-2.41
Old_Timers,BIG_CREEK,South,33250,25750,25750,1000,0,0,29.5,1000,3750,0,2,4020,-2.41
Old_Timers,HIGHGROVE,South,33250,0,0,150,34.5,34.5,29.5,0,0,0,2,4020,-2.41
Old_Timers,MOHAVE_1,South,33250,3750,3750,750,19.5,19.5,29.5,750,3750,352,2,4020,-2.41
Old_Timers,MOHAVE_2,South,33250,3750,3750,750,19.5,19.5,29.5,750,3750,352,2,4020,-2.41
Old_Timers,SAN_BERNADINO,South,33250,0,0,100,37.5,37.5,29.5,0,0,0,2,4020,-2.41
Fossil_Light,DIABLO_CANYON_1,North,31950,13000,13000,1000,11.5,11.5,29.5,1000,5000,0,2,4020,-2.41
Fossil_Light,HELMS,North,31950,19450,19450,800,0.5,0.5,29.5,800,3750,0,2,4020,-2.41
Fossil_Light,HUMBOLDT,North,31950,0,0,150,33,33,29.5,0,0,0,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_1-2,North,31950,-250,-250,150,34.5,34.5,29.5,0,250,0,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_4,North,31950,-250,-250,250,53,53,29.5,0,250,0,2,4020,-2.41
Big_Coal,ALAMITOS_7,South,15250,0,0,250,51.5,51.5,29.5,0,0,0,2,4020,-2.41
Big_Coal,FOUR_CORNERS,South,15250,17950,17950,1900,19,19,29.5,1900,2000,1045,2,4020,-2.41
Big_Coal,HUNTINGTON_BEACH_1-2,South,15250,-200,-200,300,28.5,28.5,29.5,300,500,96,2,4020,-2.41
Big_Coal,HUNTINGTON_BEACH_5,South,15250,-500,-500,150,46.5,46.5,29.5,0,500,0,2,4020,-2.41
Big_Coal,REDONDO_5-6,South,15250,-750,-750,350,29.5,29.5,29.5,137,750,45,2,4020,-2.41
Big_Coal,REDONDO_7-8,South,15250,-1250,-1250,950,29.5,29.5,29.5,372,1250,123,2,4020,-2.41
Bay_Views,MORRO_BAY_1-2,North,7747.5,337.5,337.5,335,27,27,29.5,335,500,104,2,4020,-2.41
Bay_Views,MORRO_BAY_3-4,North,7747.5,1660,1660,665,25.5,25.5,29.5,665,1000,193,2,4020,-2.41
Bay_Views,MOSS_LANDING_6,North,7747.5,2875,2875,750,23,23,29.5,750,2000,188,2,4020,-2.41
Bay_Views,MOSS_LANDING_7,North,7747.5,2875,2875,750,23,23,29.5,750,2000,188,2,4020,-2.41
Bay_Views,OAKLAND,North,7747.5,0,0,150,42.5,42.5,29.5,0,0,0,2,4020,-2.41
East_Bay,CONTRA_COSTA_4-5,North,650,-250,-250,150,40.5,40.5,29.5,0,250,0,2,4020,-2.41
East_Bay,CONTRA_COSTA_6-7,North,650,-100,-100,700,27.5,27.5,29.5,700,1500,224,2,4020,-2.41
East_Bay,PITTSBURGH_1-4,North,650,25,25,650,28.5,28.5,29.5,650,625,214,2,4020,-2.41
East_Bay,PITTSBURGH_5-6,North,650,1975,1975,650,25.5,25.5,29.5,650,625,188,2,4020,-2.41
East_Bay,PITTSBURGH_7,North,650,-1000,-1000,700,41.5,41.5,29.5,0,1000,0,2,4020,-2.41
East_Bay,POTRERO_HILL,North,650,0,0,150,48.5,48.5,29.5,0,0,0,2,4020,-2.41
Big_Gas,EL_SEGUNDO_1-2,South,-1200,-250,-250,400,31.5,31.5,29.5,0,250,0,2,4020,-2.41
Big_Gas,EL_SEGUNDO_3-4,South,-1200,75,75,650,29,29,29.5,650,250,208,2,4020,-2.41
Big_Gas,ENCINA,South,-1200,-25,-25,950,29,29,29.5,950,500,323,2,4020,-2.41
Big_Gas,KEARNY,South,-1200,0,0,200,62.5,62.5,29.5,0,0,0,2,4020,-2.41
Big_Gas,LONG_BEACH,South,-1200,-500,-500,550,36.5,36.5,29.5,0,500,0,2,4020,-2.41
Big_Gas,NORTH_ISLAND,South,-1200,0,0,150,45.5,45.5,29.5,0,0,0,2,4020,-2.41
Big_Gas,SOUTH_BAY,South,-1200,-500,-500,700,30.5,30.5,29.5,0,500,0,2,4020,-2.41
Beachfront,COOLWATER,South,-1950,-500,-500,650,29.5,29.5,29.5,254,500,86,2,4020,-2.41
Beachfront,ELLWOOD,South,-1950,0,0,300,52.5,52.5,29.5,0,0,0,2,4020,-2.41
Beachfront,ETIWANDA_1-4,South,-1950,-2000,-2000,850,30,30,29.5,0,2000,0,2,4020,-2.41
Beachfront,ETIWANDA_5,South,-1950,-250,-250,150,44,44,29.5,0,250,0,2,4020,-2.41
Beachfront,MANDALAY_1-2,South,-1950,350,350,300,27.5,27.5,29.5,300,250,93,2,4020,-2.41
Beachfront,MANDALAY_3,South,-1950,-250,-250,150,36.5,36.5,29.5,0,250,0,2,4020,-2.41
Beachfront,ORMOND_BEACH_1,South,-1950,350,350,700,26.5,26.5,29.5,700,1750,217,2,4020,-2.41
Beachfront,ORMOND_BEACH_2,South,-1950,350,350,700,26.5,26.5,29.5,700,1750,217,2,4020,-2.41
Old_Timers,BIG_CREEK,South,35750,26750,25750,1000,0,0,30.5,1000,3750,0,2,4020,-2.41
Old_Timers,HIGHGROVE,South,35750,0,0,150,34.5,34.5,30.5,0,0,0,2,4020,-2.41
Old_Timers,MOHAVE_1,South,35750,4500,3750,750,19.5,19.5,30.5,750,3750,352,2,4020,-2.41
Old_Timers,MOHAVE_2,South,35750,4500,3750,750,19.5,19.5,30.5,750,3750,352,2,4020,-2.41
Old_Timers,SAN_BERNADINO,South,35750,0,0,100,37.5,37.5,30.5,0,0,0,2,4020,-2.41
Fossil_Light,DIABLO_CANYON_1,North,33750,14000,13000,1000,11.5,11.5,30.5,1000,5000,0,2,4020,-2.41
Fossil_Light,HELMS,North,33750,20250,19450,800,0.5,0.5,30.5,800,3750,0,2,4020,-2.41
Fossil_Light,HUMBOLDT,North,33750,0,0,150,33,33,30.5,0,0,0,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_1-2,North,33750,-250,-250,150,34.5,34.5,30.5,0,250,0,2,4020,-2.41
Fossil_Light,HUNTERS_POINT_4,North,33750,-250,-250,250,53,53,30.5,0,250,0,2,4020,-2.41
Big_Coal,ALAMITOS_7,South,17450,0,0,250,51.5,55,30.5,0,0,0,2,4020,-2.41
Big_Coal,FOUR_CORNERS,South,17450,19850,17950,1900,19,25,30.5,1900,2000,1045,2,4020,-2.41
